time,target,machine_state,pid_output
0.0,40.0,40.01133248096872,0.0
0.01,40.0,39.976651547378346,-0.008102723892633747
0.02,40.0,39.97502808555882,0.018790652603695755
0.03,40.0,39.8851679205352,0.013365467875907804
0.04,40.0,39.831470939576796,0.07766537222050551
0.05,40.0,39.83884255598783,0.09980916179301491
0.06,40.0,39.82458956652636,0.08632699577379156
0.07,40.0,39.855312283734925,0.10040956818113092
0.08,40.0,39.91215294253569,0.07822338398682013
0.09,40.0,39.93825752889161,0.04589717212996081
0.1,40.0,39.97504390216428,0.0399182305075956
0.11,40.0,39.89390266852968,0.019763027955447186
0.12,40.0,39.93653205499359,0.0855106261262585
0.13,40.0,39.96150331076933,0.04039382804969342
0.14,40.0,39.873878207621296,0.03201727663791907
0.15,40.0,39.84457922862189,0.10024092688237199
0.16,40.0,39.8817038745281,0.10555650312302135
0.17,40.0,39.840651753269114,0.07548389707087104
0.18,40.0,39.84770058867453,0.11403553483436639
0.19,40.0,39.87853335901794,0.10317541696866193
0.2,40.0,39.80411123906755,0.08482424442408432
0.21,40.0,39.85905324087621,0.14602461387202803
0.22,40.0,39.75646361592937,0.09479499000274816
0.23,40.0,39.751913307463596,0.18124917358832485
0.24,40.0,39.757279195433796,0.1676377649130451
0.25,40.0,39.849589684043835,0.1666123937092435
0.26,40.0,39.87222694052031,0.10532438401559865
0.27,40.0,39.7993873917602,0.1098569980962717
0.28,40.0,39.756235501933176,0.16838132264723843
0.29,40.0,39.713436256789755,0.1876762032451351
0.3,40.0,39.62339968500324,0.21330375302827875
0.31,40.0,39.58501053528354,0.27341850897510495
0.32,40.0,39.647536943374476,0.28850844139234316
0.33,40.0,39.58957342543411,0.2423490716341277
0.34,40.0,39.60010014847009,0.3015852144290595
0.35000000000000003,40.0,39.61825189254894,0.28862230248874904
0.36,40.0,39.5124739778646,0.28374764785251616
0.37,40.0,39.51117185417924,0.3687354272793542
0.38,40.0,39.45920273391074,0.35582375310955217
0.39,40.0,39.47665357537762,0.4000536715517651
0.4,40.0,39.531828336971735,0.3852944548405892
0.41000000000000003,40.0,39.50565575356362,0.3571848649635065
0.42,40.0,39.48838012084558,0.39395578936455383
