time,target,machine_state,pid_output
0.0,50.0,50.06427014689872,0.0
0.01,50.0,50.096368043524585,-0.04595315503258568
0.02,50.0,50.06084515856419,-0.05701317394381473
0.03,50.0,50.072726696636586,-0.026640252524829613
0.04,50.0,50.05351972708308,-0.043152806617133166
0.05,50.0,50.088288484310674,-0.028134416221444702
0.06,50.0,50.05055259145377,-0.057638267456123556
0.07,50.0,50.08948636866096,-0.02502767988258032
0.08,50.0,50.10638285778622,-0.0611707980289037
0.09,50.0,50.09674166670385,-0.06680732784194617
0.1,50.0,50.115712908074684,-0.058130321259789494
0.11,50.0,50.06334012091693,-0.07507412205696888
0.12,50.0,50.048603351542795,-0.035569024586130454
0.13,50.0,50.008174165745714,-0.03645689372892541
0.14,50.0,50.05057136115463,-0.011226430031982561
0.15,50.0,50.05382279153927,-0.04974887439495991
0.16,50.0,50.088283033722846,-0.044352778455511416
0.17,50.0,50.040567291612504,-0.06914890741293085
0.18,50.0,50.02819906056244,-0.029464348873164
0.19,50.0,50.067991566469054,-0.03077272146862605
0.2,50.0,50.02678275427192,-0.06212099531030187
0.21,50.0,50.07830000334734,-0.025718066905064875
0.22,50.0,49.98953806195576,-0.07119640374749342
0.23,50.0,50.00773009233735,0.0013973341123555381
0.24,50.0,50.02636238978269,-0.02920542681812858
0.25,50.0,50.004705481765484,-0.039005064800292324
0.26,50.0,49.957895634011265,-0.02018935192566143
0.27,50.0,49.88448496981231,0.008877725388681238
0.28,50.0,49.93196953391243,0.05263594622991974
0.29,50.0,49.859964107280746,0.005735075511361067
0.3,50.0,49.904370017724155,0.06773632536435177
0.31,50.0,49.9594737484197,0.023685552461766478
0.32,50.0,49.972442618408884,-0.005397983162726732
0.33,50.0,49.976161588866994,-0.0030420852921826114
0.34,50.0,50.02422791843058,-0.0026940144480267483
0.35000000000000003,50.0,50.05057016034131,-0.03596006982737606
0.36,50.0,50.00379407742123,-0.04554492565728587
0.37,50.0,50.04445988267152,-0.007590130392406276
0.38,50.0,49.94991351378342,-0.046078308891693565
0.39,50.0,49.898524782301486,0.028988607673279494
0.4,50.0,49.98470731000282,0.04757357419849292
0.41000000000000003,50.0,50.041941795549874,-0.022802551138869167
0.42,50.0,50.062105250648685,-0.04625931241479009
0.43,50.0,50.081752378959116,-0.04985841263427638
0.44,50.0,50.041446329349895,-0.060804997116203165
0.45,50.0,50.02743956506324,-0.029283031667910648
